Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
02/03/2012;10,4;1,00039270;239.548.557.391,66;1068;10,4;10,4;10,4;0,022;445,235;
01/03/2012;10,4;1,00039270;235.565.698.044,97;1124;10,4;10,4;10,4;0,028;416,554;
29/02/2012;10,4;1,00039270;230.414.030.379,1;1121;10,4;10,4;10,4;0,025;402,713;
28/02/2012;10,4;1,00039270;231.817.357.127,19;1105;10,4;10,4;10,4;0,021;253,367;
27/02/2012;10,4;1,00039270;234.284.287.615,51;1109;10,4;10,4;10,4;0,033;2.949,224;
24/02/2012;10,4;1,00039270;227.182.387.904,41;1095;10,4;10,4;10,4;0,022;333,298;
23/02/2012;10,4;1,00039270;220.293.234.370,45;1252;10,39;10,4;10,4;0,026;160,653;
22/02/2012;10,4;1,00039270;215.577.248.678,61;1136;10,4;10,4;10,4;0,023;536,195;
17/02/2012;10,4;1,00039270;239.341.598.145,05;1094;10,4;10,4;10,4;0,019;376,831;
16/02/2012;10,4;1,00039270;247.871.448.129,92;1071;10,4;10,4;10,4;0,019;391,838;
15/02/2012;10,4;1,00039270;253.127.519.892,36;1064;10,4;10,4;10,4;0,019;557,132;
14/02/2012;10,4;1,00039270;231.122.999.911,24;1092;10,4;10,4;10,4;0,019;455,392;
13/02/2012;10,4;1,00039270;234.962.935.395,43;1114;10,4;10,4;10,4;0,02;576,68;
10/02/2012;10,4;1,00039270;247.928.171.481,51;1029;10,4;10,4;10,4;0,017;432,53;
09/02/2012;10,4;1,00039270;245.253.551.125,61;1063;10,4;10,4;10,4;0,018;436,734;
08/02/2012;10,4;1,00039270;235.049.567.785,29;1124;10,4;10,4;10,4;0,018;428,206;
07/02/2012;10,4;1,00039270;230.853.475.652,68;1064;10,4;10,4;10,4;0,02;413,13;
06/02/2012;10,4;1,00039270;233.224.360.104,03;1061;10,4;10,4;10,4;0,02;444,469;
03/02/2012;10,4;1,00039270;238.241.733.800,04;1080;10,4;10,4;10,4;0,34;1.385,305;
02/02/2012;10,4;1,00039270;238.702.838.592,03;1152;10,4;10,4;10,4;0,024;407,592;
01/02/2012;10,4;1,00039270;232.162.236.189,44;1138;10,39;10,4;10,4;0,03;425,501;
31/01/2012;10,4;1,00039270;232.529.373.173,15;1083;10,4;10,4;10,4;0,024;375,723;
30/01/2012;10,4;1,00039270;242.049.638.251,87;1080;10,4;10,4;10,4;0,027;585,358;
27/01/2012;10,4;1,00039270;254.744.542.626,41;1058;10,4;10,4;10,4;0,021;469,553;
26/01/2012;10,4;1,00039270;248.667.089.292,52;1098;10,4;10,39;10,4;0,019;270,377;
25/01/2012;10,4;1,00039270;228.406.670.806,05;789;10,4;10,4;10,4;0,014;814,505;
24/01/2012;10,4;1,00039270;231.075.616.556,33;834;10,4;10,4;10,4;0,016;1.169,254;
23/01/2012;10,4;1,00039270;264.888.722.959,54;1019;10,4;10,4;10,4;0,02;331,005;
20/01/2012;10,4;1,00039270;288.602.382.267,31;1039;10,4;10,4;10,4;0,028;265,394;
19/01/2012;10,4;1,00039270;291.342.565.214,93;1019;10,4;10,4;10,4;0,036;184,041;
18/01/2012;10,9;1,00041063;275.785.765.318,96;1359;10,89;10,9;10,9;0,06;192,003;
17/01/2012;10,9;1,00041063;261.504.007.272,71;1290;10,89;10,9;10,9;0,045;621,434;
16/01/2012;10,9;1,00041063;275.891.042.563,43;1358;10,9;10,9;10,9;0,024;644,464;
13/01/2012;10,9;1,00041063;281.496.767.910,38;1271;10,9;10,9;10,9;0,022;837,539;
12/01/2012;10,9;1,00041063;280.551.732.590,16;1243;10,9;10,9;10,9;0,023;524,921;
11/01/2012;10,9;1,00041063;279.378.189.690,65;1123;10,9;10,9;10,9;0,022;640,397;
10/01/2012;10,9;1,00041063;270.910.249.709,48;1277;10,9;10,9;10,9;0,023;624,821;
09/01/2012;10,9;1,00041063;277.132.093.412,3;1155;10,9;10,9;10,9;0,021;663,548;
06/01/2012;10,9;1,00041063;288.885.834.611,56;1114;10,9;10,9;10,9;0,023;702,859;
05/01/2012;10,9;1,00041063;290.582.529.720,41;1032;10,9;10,9;10,9;0,021;750,534;
04/01/2012;10,9;1,00041063;288.440.296.863,16;1063;10,9;10,9;10,9;0,023;668,09;
03/01/2012;10,9;1,00041063;299.367.617.854,21;1064;10,9;10,9;10,9;0,022;753,725;
02/01/2012;10,9;1,00041063;284.350.620.848,96;1057;10,9;10,89;10,9;0,028;512,961;
30/12/2011;10,91;1,00041099;108.889.864.132,94;289;10,91;10,9;10,9;0,044;46,458;
29/12/2011;10,9;1,00041063;109.560.590.846,88;210;10,9;10,9;10,9;0,037;380,089;
28/12/2011;10,9;1,00041063;214.652.527.565,58;1167;10,9;10,9;10,9;0,033;337,915;
27/12/2011;10,9;1,00041063;195.043.263.840,19;1392;10,89;10,9;10,9;0,042;244,862;
26/12/2011;10,9;1,00041063;190.768.597.255,51;1224;10,9;10,9;10,9;0,029;500,095;
23/12/2011;10,9;1,00041063;205.817.327.682,4;1361;10,9;10,9;10,9;0,026;540,247;
22/12/2011;10,9;1,00041063;212.573.959.818,8;1362;10,9;10,9;10,9;0,025;633,89;
21/12/2011;10,9;1,00041063;213.133.203.817,85;1338;10,9;10,9;10,9;0,023;577,087;
20/12/2011;10,9;1,00041063;211.420.647.695,51;1410;10,9;10,9;10,9;0,026;564,391;
19/12/2011;10,9;1,00041063;227.409.582.025,55;1234;10,9;10,9;10,9;0,022;739,397;
16/12/2011;10,9;1,00041063;227.714.295.485,84;1273;10,9;10,9;10,9;0,028;561,315;
15/12/2011;10,9;1,00041063;223.387.457.245,3;1248;10,9;10,9;10,9;0,027;593,689;
14/12/2011;10,9;1,00041063;218.187.653.009,24;1261;10,9;10,9;10,9;0,025;620,428;
13/12/2011;10,9;1,00041063;222.967.997.222,36;1186;10,9;10,9;10,9;0,026;656,241;
12/12/2011;10,9;1,00041063;215.453.932.917,17;1148;10,9;10,9;10,9;0,028;536,529;
09/12/2011;10,9;1,00041063;219.998.111.430,99;1108;10,9;10,9;10,9;0,027;612,132;
08/12/2011;10,9;1,00041063;221.515.573.035,38;1081;10,9;10,9;10,9;0,024;627,54;
07/12/2011;10,9;1,00041063;216.591.426.750,52;1092;10,9;10,9;10,9;0,029;872,872;
06/12/2011;10,9;1,00041063;209.811.805.270,89;1102;10,9;10,9;10,9;0,025;597,916;
05/12/2011;10,9;1,00041063;221.345.402.584,19;1061;10,9;10,9;10,9;0,027;662,269;
02/12/2011;10,9;1,00041063;229.999.302.356,18;1091;10,9;10,9;10,9;0,024;716,812;
01/12/2011;10,9;1,00041063;227.522.223.114,86;1117;10,9;10,9;10,9;0,023;743,145;
30/11/2011;11,4;1,00042849;159.376.706.305,04;1149;11,39;11,4;11,4;0,029;542,458;
29/11/2011;11,4;1,00042849;192.552.278.551,23;1164;11,4;11,4;11,4;0,028;665,007;
28/11/2011;11,4;1,00042849;188.968.387.004,84;1342;11,39;11,4;11,4;0,028;688,479;
25/11/2011;11,4;1,00042849;192.592.440.747,66;1147;11,4;11,4;11,4;0,037;257,04;
24/11/2011;11,4;1,00042849;193.994.934.380,89;1287;11,4;11,4;11,4;0,029;615,775;
23/11/2011;11,4;1,00042849;194.455.833.400,57;1296;11,4;11,4;11,4;0,025;747,206;
22/11/2011;11,4;1,00042849;198.206.484.480,03;1322;11,4;11,4;11,4;0,027;958,717;
21/11/2011;11,4;1,00042849;205.641.376.516,17;1122;11,4;11,4;11,4;0,096;10.212,188;
18/11/2011;11,4;1,00042849;208.037.765.900,14;1037;11,39;11,4;11,4;0,094;10.604,034;
17/11/2011;11,4;1,00042849;216.021.895.556,68;1036;11,4;11,4;11,4;0,024;642,355;
16/11/2011;11,4;1,00042849;208.140.472.736,3;1046;11,39;11,4;11,4;0,027;649,397;
14/11/2011;11,4;1,00042849;177.001.424.207,49;1277;11,39;11,4;11,4;0,028;567,306;
11/11/2011;11,4;1,00042849;187.096.003.103,9;1298;11,39;11,4;11,4;0,026;674,228;
10/11/2011;11,4;1,00042849;183.855.852.175,53;1294;11,4;11,4;11,4;0,024;714,308;
09/11/2011;11,4;1,00042849;182.423.506.263,9;1073;11,39;11,4;11,4;0,025;722,957;
08/11/2011;11,4;1,00042849;173.115.318.522,78;1332;11,39;11,4;11,4;0,027;612,226;
07/11/2011;11,4;1,00042849;172.382.627.284,64;1307;11,4;11,4;11,4;0,023;747,913;
04/11/2011;11,4;1,00042849;184.580.121.878,52;1059;11,39;11,4;11,4;0,027;592,233;
03/11/2011;11,4;1,00042849;185.699.503.007,21;1303;11,4;11,4;11,4;0,026;638,951;
01/11/2011;11,4;1,00042849;172.001.384.330,23;1384;11,39;11,4;11,4;0,047;240,425;
31/10/2011;11,4;1,00042849;187.502.004.042,78;1378;11,39;11,4;11,4;0,052;218,027;
28/10/2011;11,4;1,00042849;196.700.191.554,26;1116;11,4;11,4;11,4;0,025;698,744;
27/10/2011;11,4;1,00042849;202.336.077.547,53;1071;11,39;11,4;11,4;0,025;787,416;
26/10/2011;11,4;1,00042849;193.791.762.873,91;1123;11,39;11,4;11,4;0,026;617,113;
25/10/2011;11,4;1,00042849;192.687.935.265,31;1073;11,4;11,4;11,4;0,024;836,553;
24/10/2011;11,4;1,00042849;201.359.447.351,37;1053;11,39;11,4;11,4;0,023;884,991;
21/10/2011;11,4;1,00042849;210.678.988.783,11;1082;11,4;11,4;11,4;0,023;864,459;
20/10/2011;11,4;1,00042849;231.227.797.711,34;1088;11,4;11,4;11,4;0,035;260,112;
19/10/2011;11,89;1,00044592;227.474.346.314,32;1100;11,89;11,9;11,9;0,036;533,934;
18/10/2011;11,9;1,00044627;212.365.002.413,96;1123;11,9;11,9;11,9;0,03;566,258;
17/10/2011;11,9;1,00044627;210.478.505.415,43;1107;11,9;11,9;11,9;0,024;1.003,574;
14/10/2011;11,9;1,00044627;214.097.404.403,55;1137;11,9;11,9;11,9;0,024;889,48;
13/10/2011;11,9;1,00044627;214.373.846.759,75;1115;11,9;11,9;11,9;0,029;641,916;
11/10/2011;11,9;1,00044627;202.444.110.662,97;1143;11,9;11,9;11,9;0,023;1.056,11;
10/10/2011;11,9;1,00044627;200.969.048.652,7;1107;11,9;11,9;11,9;0,023;1.017,243;
07/10/2011;11,9;1,00044627;214.141.067.154,5;1090;11,9;11,9;11,9;0,024;993,781;
06/10/2011;11,9;1,00044627;218.736.578.876,07;1106;11,9;11,9;11,9;0,027;721,128;
05/10/2011;11,9;1,00044627;218.764.466.678,31;1107;11,9;11,9;11,9;0,021;1.218,418;
04/10/2011;11,9;1,00044627;219.188.323.788,38;1180;11,89;11,9;11,9;0,045;267,733;
03/10/2011;11,9;1,00044627;218.614.227.293,28;1154;11,9;11,9;11,9;0,034;1.422,391;
30/09/2011;11,9;1,00044627;181.777.483.935,17;1310;11,9;11,9;11,9;0,024;925,083;
29/09/2011;11,9;1,00044627;189.266.607.542,24;1205;11,89;11,9;11,9;0,038;1.065,227;
28/09/2011;11,9;1,00044627;186.390.411.442,05;1225;11,9;11,9;11,9;0,025;904,801;
27/09/2011;11,9;1,00044627;169.473.748.379,87;1442;11,89;11,9;11,9;0,031;617,107;
26/09/2011;11,9;1,00044627;164.591.584.349,63;1428;11,89;11,9;11,9;0,027;754,774;
23/09/2011;11,9;1,00044627;185.364.665.324,27;1308;11,9;11,9;11,9;0,024;991,753;
22/09/2011;11,9;1,00044627;202.143.788.257,81;1227;11,9;11,9;11,9;0,024;970,257;
21/09/2011;11,9;1,00044627;201.418.437.494,98;1210;11,9;11,9;11,9;0,029;730,525;
20/09/2011;11,9;1,00044627;210.170.203.717,9;1239;11,9;11,9;11,9;0,027;753,099;
19/09/2011;11,9;1,00044627;219.361.646.318,45;1294;11,9;11,9;11,9;0,024;906,902;
16/09/2011;11,91;1,00044663;212.678.815.319,47;1149;11,9;11,91;11,91;0,028;631,675;
15/09/2011;11,91;1,00044663;222.450.579.679,54;1167;11,91;11,91;11,91;0,025;842,17;
14/09/2011;11,91;1,00044663;223.184.856.089,34;1152;11,91;11,91;11,91;0,024;845,566;
13/09/2011;11,91;1,00044663;213.058.559.544,01;1178;11,9;11,91;11,91;0,029;587,895;
12/09/2011;11,91;1,00044663;218.381.575.476,49;1148;11,9;11,91;11,91;0,03;546,091;
09/09/2011;11,91;1,00044663;209.117.309.378,92;1196;11,9;11,91;11,91;0,031;556,806;
08/09/2011;11,91;1,00044663;215.118.473.251,18;1163;11,9;11,91;11,91;0,043;295,537;
06/09/2011;11,91;1,00044663;217.328.560.698,56;1213;11,9;11,91;11,91;0,04;392,738;
05/09/2011;11,91;1,00044663;214.562.750.844,18;1172;11,9;11,91;11,91;0,035;2.487,3;
02/09/2011;11,91;1,00044663;233.964.093.097,28;1396;11,91;11,91;11,91;0,034;4.708,381;
01/09/2011;11,91;1,00044663;232.961.978.194,18;1325;11,91;11,91;11,91;0,035;7.477,931;
31/08/2011;12,41;1,00046432;220.871.149.113,96;1399;12,4;12,41;12,41;0,046;3.969,353;
30/08/2011;12,41;1,00046432;205.464.326.002,11;1337;12,41;12,41;12,41;0,046;5.096,416;
29/08/2011;12,41;1,00046432;206.977.190.594,37;1377;12,41;12,41;12,41;0,042;6.688,667;
26/08/2011;12,41;1,00046432;200.218.747.033,91;1337;12,4;12,41;12,41;0,044;5.680,215;
25/08/2011;12,41;1,00046432;218.303.077.756,8;1326;12,41;12,41;12,41;0,038;9.989,8;
24/08/2011;12,42;1,00046468;216.489.542.675,04;1317;12,41;12,42;12,42;0,043;4.962,24;
23/08/2011;12,42;1,00046468;208.103.661.826,02;1341;12,41;12,42;12,42;0,04;7.249,899;
22/08/2011;12,42;1,00046468;201.598.889.992,17;1318;12,41;12,42;12,42;0,042;6.970,379;
19/08/2011;12,42;1,00046468;243.028.692.273,28;1305;12,42;12,42;12,42;0,037;8.155,865;
18/08/2011;12,42;1,00046468;247.246.025.196,17;1298;12,42;12,42;12,42;0,038;8.265,666;
17/08/2011;12,42;1,00046468;244.327.080.239,22;1278;12,42;12,42;12,42;0,036;9.258,103;
16/08/2011;12,42;1,00046468;237.583.257.762,42;1286;12,42;12,42;12,42;0,038;7.958,783;
15/08/2011;12,42;1,00046468;240.523.290.083,83;1295;12,42;12,42;12,42;0,036;9.437,689;
12/08/2011;12,42;1,00046468;241.494.538.215,84;1242;12,42;12,42;12,42;0,037;9.174,87;
11/08/2011;12,42;1,00046468;238.913.708.085,72;1239;12,42;12,42;12,42;0,037;9.715,117;
10/08/2011;12,42;1,00046468;236.920.428.056,81;1220;12,42;12,42;12,42;0,039;8.188,518;
09/08/2011;12,42;1,00046468;235.639.213.458,57;1204;12,42;12,42;12,42;0,039;8.123,916;
08/08/2011;12,42;1,00046468;220.665.479.892,92;1190;12,42;12,42;12,42;0,047;4.403,922;
05/08/2011;12,42;1,00046468;226.486.778.548,63;1210;12,42;12,42;12,42;0,039;8.149,357;
04/08/2011;12,42;1,00046468;232.117.633.594,12;1198;12,42;12,42;12,42;0,035;12.055,704;
03/08/2011;12,42;1,00046468;235.696.822.924,61;1220;12,42;12,42;12,42;0,034;11.742,692;
02/08/2011;12,42;1,00046468;222.932.447.389,42;1201;12,42;12,42;12,42;0,036;9.715,689;
01/08/2011;12,42;1,00046468;219.938.764.837,38;1172;12,42;12,42;12,42;0,037;7.380,729;
29/07/2011;12,42;1,00046468;257.858.516.135,56;1215;12,42;12,42;12,42;0,03;13.458,34;
28/07/2011;12,42;1,00046468;260.640.376.004,54;1206;12,42;12,42;12,42;0,028;16.764,365;
27/07/2011;12,42;1,00046468;261.428.908.245,74;1215;12,42;12,42;12,42;0,031;14.632,626;
26/07/2011;12,42;1,00046468;255.612.554.569,13;1204;12,42;12,42;12,42;0,042;4.907,646;
25/07/2011;12,42;1,00046468;279.223.893.500,6;1239;12,42;12,42;12,42;0,032;12.019,521;
22/07/2011;12,42;1,00046468;272.447.477.697,5;1269;12,42;12,42;12,42;0,032;11.870,475;
21/07/2011;12,42;1,00046468;288.953.914.997,37;1273;12,42;12,42;12,42;0,032;10.089,758;
20/07/2011;12,17;1,00045584;240.317.470.141,88;1325;12,17;12,17;12,17;0,032;11.521,528;
19/07/2011;12,17;1,00045584;245.281.863.335,33;1311;12,17;12,17;12,17;0,032;9.627,303;
18/07/2011;12,17;1,00045584;248.979.060.883,55;1312;12,17;12,17;12,17;0,032;10.011,201;
15/07/2011;12,17;1,00045584;255.835.865.800,37;1341;12,17;12,17;12,17;0,027;13.465,742;
14/07/2011;12,17;1,00045584;260.004.096.081,12;1282;12,17;12,17;12,17;0,029;13.437,416;
13/07/2011;12,17;1,00045584;262.955.908.411,87;1305;12,17;12,17;12,17;0,029;12.028,427;
12/07/2011;12,17;1,00045584;262.363.384.054,55;1220;12,16;12,17;12,17;0,039;3.456,888;
11/07/2011;12,17;1,00045584;258.174.395.765,54;1295;12,17;12,17;12,17;0,034;6.890,01;
08/07/2011;12,17;1,00045584;278.998.198.925,56;1274;12,17;12,17;12,17;0,028;10.247,16;
07/07/2011;12,17;1,00045584;286.859.438.959,87;1239;12,17;12,17;12,17;0,033;5.606,708;
06/07/2011;12,17;1,00045584;271.331.579.594,59;1275;12,17;12,17;12,17;0,03;7.076,755;
05/07/2011;12,17;1,00045584;284.543.283.754,92;1279;12,17;12,17;12,17;0,038;2.673,527;
04/07/2011;12,17;1,00045584;273.516.328.999,33;1265;12,16;12,17;12,17;0,04;2.198,094;
01/07/2011;12,17;1,00045584;316.208.990.551,36;1259;12,17;12,17;12,17;0,028;6.083,145;
30/06/2011;12,17;1,00045584;185.584.174.297,05;1329;12,17;12,17;12,17;0,043;2.155,385;
29/06/2011;12,17;1,00045584;183.174.985.175,64;1271;12,17;12,17;12,17;0,036;6.844,44;
28/06/2011;12,17;1,00045584;187.883.712.706,02;1392;12,17;12,17;12,17;0,052;10.690,838;
27/06/2011;12,17;1,00045584;181.200.860.856,23;1278;12,17;12,17;12,17;0,042;4.223,704;
24/06/2011;12,17;1,00045584;185.084.075.032,56;1227;12,17;12,17;12,17;0,036;6.445,196;
22/06/2011;12,17;1,00045584;196.884.334.771,07;1266;12,17;12,17;12,17;0,032;10.318,703;
21/06/2011;12,17;1,00045584;195.876.348.386,51;1267;12,17;12,17;12,17;0,031;11.464,139;
20/06/2011;12,17;1,00045584;218.653.849.437,32;1267;12,17;12,17;12,17;0,032;9.233,599;
17/06/2011;12,17;1,00045584;217.252.760.788,94;1212;12,17;12,17;12,17;0,033;8.930,926;
16/06/2011;12,17;1,00045584;220.950.900.036,71;1252;12,17;12,17;12,17;0,031;9.591,973;
15/06/2011;12,17;1,00045584;230.341.545.906,54;1276;12,17;12,17;12,17;0,032;8.243,103;
14/06/2011;12,17;1,00045584;212.119.971.884,37;1249;12,17;12,17;12,17;0,033;8.663,192;
13/06/2011;12,17;1,00045584;203.972.317.933,53;1195;12,17;12,17;12,17;0,046;2.869,774;
10/06/2011;12,17;1,00045584;217.786.653.805,11;1249;12,17;12,17;12,17;0,039;4.243,542;
09/06/2011;12,17;1,00045584;224.527.040.247,69;1241;12,16;12,17;12,17;0,046;2.618,21;
08/06/2011;11,92;1,00044698;180.084.492.792,96;1244;11,92;11,92;11,92;0,035;6.461,657;
07/06/2011;11,92;1,00044698;193.083.426.137,43;1272;11,92;11,92;11,92;0,035;5.120,596;
06/06/2011;11,92;1,00044698;196.224.293.958,4;1250;11,92;11,92;11,92;0,027;10.718,645;
03/06/2011;11,92;1,00044698;195.194.482.621,08;1297;11,92;11,92;11,92;0,029;9.503,888;
02/06/2011;11,92;1,00044698;205.665.012.266,05;1258;11,92;11,92;11,92;0,027;12.325,278;
01/06/2011;11,92;1,00044698;206.634.121.137,88;1252;11,92;11,92;11,92;0,029;9.775,865;
31/05/2011;11,92;1,00044698;199.501.189.709,7;1327;11,92;11,92;11,92;0,035;4.523,906;
30/05/2011;11,92;1,00044698;195.242.542.283,9;1290;11,92;11,92;11,92;0,027;12.578,981;
27/05/2011;11,92;1,00044698;203.825.022.201,36;1251;11,92;11,92;11,92;0,033;6.347,429;
26/05/2011;11,92;1,00044698;208.952.664.546,94;1237;11,92;11,92;11,92;0,032;8.626,423;
25/05/2011;11,92;1,00044698;221.797.928.655,89;1255;11,92;11,92;11,92;0,032;7.799,581;
24/05/2011;11,92;1,00044698;222.892.929.496,8;1266;11,92;11,92;11,92;0,029;11.385,811;
23/05/2011;11,92;1,00044698;217.796.442.247,86;1278;11,92;11,92;11,92;0,029;10.935,604;
20/05/2011;11,92;1,00044698;238.510.088.619,39;1269;11,92;11,92;11,92;0,026;12.972,993;
19/05/2011;11,92;1,00044698;244.406.741.097,7;1218;11,92;11,92;11,92;0,03;7.917,615;
18/05/2011;11,92;1,00044698;246.346.502.420,01;1238;11,92;11,92;11,92;0,029;9.319,936;
17/05/2011;11,92;1,00044698;244.813.478.817,86;1244;11,92;11,92;11,92;0,033;6.514,233;
16/05/2011;11,92;1,00044698;242.327.034.252,27;1304;11,92;11,92;11,92;0,029;7.812,112;
13/05/2011;11,92;1,00044698;205.276.484.060,53;1243;11,92;11,92;11,92;0,034;6.229,234;
12/05/2011;11,92;1,00044698;213.374.614.330,5;1272;11,92;11,92;11,92;0,03;9.099,559;
11/05/2011;11,92;1,00044698;210.205.811.253,34;1270;11,92;11,92;11,92;0,031;8.943,111;
10/05/2011;11,92;1,00044698;199.597.218.576,2;1276;11,92;11,92;11,92;0,036;4.564,184;
09/05/2011;11,92;1,00044698;195.235.893.164,23;1273;11,92;11,92;11,92;0,025;375,309;
06/05/2011;11,92;1,00044698;191.321.747.902,7;1277;11,92;11,92;11,92;0,092;4.505,797;
05/05/2011;11,92;1,00044698;200.410.215.511,58;1291;11,92;11,92;11,92;0,029;9.795,309;
04/05/2011;11,92;1,00044698;198.348.834.190,74;1240;11,92;11,92;11,92;0,091;4.678,518;
03/05/2011;11,92;1,00044698;197.227.893.835,17;1265;11,92;11,92;11,92;0,034;3.916,523;
02/05/2011;11,92;1,00044698;193.573.940.971,92;1269;11,92;11,92;11,92;0,032;4.876,182;
29/04/2011;11,92;1,00044698;204.104.451.011,89;1262;11,92;11,92;11,92;0,05;964,074;
28/04/2011;11,92;1,00044698;213.209.184.697,64;1252;11,92;11,92;11,92;0,029;8.201,554;
27/04/2011;11,92;1,00044698;210.035.299.313,02;1231;11,92;11,92;11,92;0,033;5.463,199;
26/04/2011;11,92;1,00044698;216.884.857.942,57;1320;11,91;11,92;11,92;0,04;2.319,572;
25/04/2011;11,92;1,00044698;222.630.701.315,23;1230;11,92;11,92;11,92;0,03;6.850,547;
20/04/2011;11,67;1,00043810;187.256.326.264,32;1285;11,67;11,67;11,67;0,033;4.318,051;
19/04/2011;11,67;1,00043810;204.800.226.960,6;1310;11,67;11,67;11,67;0,039;2.293,315;
18/04/2011;11,67;1,00043810;195.458.794.561,44;1236;11,67;11,67;11,67;0,028;8.834,496;
15/04/2011;11,67;1,00043810;198.998.183.311,24;1292;11,67;11,67;11,67;0,025;11.592,832;
14/04/2011;11,67;1,00043810;208.208.122.897,04;1268;11,67;11,67;11,67;0,029;6.572,519;
13/04/2011;11,67;1,00043810;207.612.500.370,88;1261;11,67;11,67;11,67;0,028;8.046,795;
12/04/2011;11,67;1,00043810;212.866.909.027,7;1318;11,67;11,67;11,67;0,03;5.356,944;
11/04/2011;11,67;1,00043810;217.516.836.552,67;1294;11,67;11,67;11,67;0,025;6.810,777;
08/04/2011;11,67;1,00043810;225.356.071.775,47;1297;11,67;11,67;11,67;0,029;4.266,095;
07/04/2011;11,67;1,00043810;229.521.715.090,4;1284;11,67;11,67;11,67;0,024;7.433,315;
06/04/2011;11,67;1,00043810;217.172.468.192,2;1260;11,67;11,67;11,67;0,028;2.865,245;
05/04/2011;11,67;1,00043810;232.547.918.893,66;1353;11,67;11,67;11,67;0,025;4.143,929;
04/04/2011;11,67;1,00043810;239.870.559.175,14;1295;11,67;11,67;11,67;0,026;3.521,224;
01/04/2011;11,67;1,00043810;220.159.768.975,11;1313;11,67;11,67;11,67;0,038;957,204;
31/03/2011;11,67;1,00043810;191.540.898.232,96;1289;11,67;11,67;11,67;0,023;5.542,944;
30/03/2011;11,67;1,00043810;206.105.347.989,97;1320;11,64;11,67;11,67;0,517;421,32;
29/03/2011;11,67;1,00043810;192.435.052.881;1352;11,67;11,67;11,67;0,027;6.602,002;
28/03/2011;11,67;1,00043810;197.440.965.081,91;1305;11,67;11,67;11,67;0,027;7.477,134;
25/03/2011;11,67;1,00043810;218.308.344.468,82;1260;11,67;11,67;11,67;0,026;8.675,323;
24/03/2011;11,67;1,00043810;218.373.237.207,01;1296;11,67;11,67;11,67;0,027;6.988,083;
23/03/2011;11,67;1,00043810;218.153.884.653,53;1283;11,67;11,67;11,67;0,024;9.978,351;
22/03/2011;11,67;1,00043810;216.126.054.144,05;1314;11,67;11,67;11,67;0,021;10.836,653;
21/03/2011;11,67;1,00043810;212.397.284.623,67;1285;11,67;11,67;11,67;0,021;9.041,858;
18/03/2011;11,67;1,00043810;241.975.400.054,32;1290;11,67;11,67;11,67;0,02;10.465,052;
17/03/2011;11,67;1,00043810;252.701.249.927,63;1292;11,67;11,67;11,67;0,026;4.028,924;
16/03/2011;11,67;1,00043810;247.342.149.575,57;1269;11,67;11,67;11,67;0,03;3.580,328;
15/03/2011;11,67;1,00043810;220.902.598.202,48;1303;11,67;11,67;11,67;0,026;6.126,94;
14/03/2011;11,67;1,00043810;219.268.413.954,65;1307;11,67;11,67;11,67;0,024;6.369,217;
11/03/2011;11,67;1,00043810;223.061.312.866,56;1350;11,67;11,67;11,67;0,024;8.631,644;
10/03/2011;11,67;1,00043810;216.770.359.645,09;1321;11,67;11,67;11,67;0,024;6.941,27;
09/03/2011;11,67;1,00043810;201.801.908.040,19;1263;11,67;11,67;11,67;0,025;7.201,512;
04/03/2011;11,67;1,00043810;209.137.707.827,56;1301;11,67;11,67;11,67;0,025;6.926,36;
03/03/2011;11,67;1,00043810;241.038.485.647,45;1330;11,67;11,67;11,67;0,028;4.264,388;
02/03/2011;11,17;1,00042029;197.756.938.644,45;1306;11,17;11,17;11,17;0,024;5.645,251;
01/03/2011;11,17;1,00042029;193.607.337.235,15;1366;11,17;11,17;11,17;0,04;904,632;
28/02/2011;11,17;1,00042029;186.203.237.908,49;1371;11,16;11,17;11,17;0,138;4.756,759;
25/02/2011;11,17;1,00042029;204.618.262.688,17;1313;11,17;11,17;11,17;0,03;5.511,093;
24/02/2011;11,17;1,00042029;208.335.111.582,18;1317;11,17;11,17;11,17;0,027;8.256,361;
23/02/2011;11,17;1,00042029;204.665.162.404,35;1284;11,17;11,17;11,17;0,027;8.365,106;
22/02/2011;11,17;1,00042029;198.096.081.163,16;1310;11,17;11,17;11,17;0,03;6.294,547;
21/02/2011;11,17;1,00042029;206.497.229.188,57;1328;11,17;11,17;11,17;0,027;8.496,626;
18/02/2011;11,17;1,00042029;242.903.257.636,79;1049;11,17;11,17;11,17;0,027;7.012,669;
17/02/2011;11,17;1,00042029;240.644.700.724,41;1229;11,17;11,17;11,17;0,033;3.440,218;
16/02/2011;11,17;1,00042029;241.875.871.966,12;1331;11,16;11,16;11,16;0,029;5.701,998;
15/02/2011;11,17;1,00042029;231.949.358.945,19;1353;11,16;11,16;11,16;0,03;4.613,058;
14/02/2011;11,17;1,00042029;231.773.497.480,86;1335;11,16;11,16;11,16;0,027;6.105,489;
11/02/2011;11,17;1,00042029;234.413.235.057,58;1318;11,17;11,16;11,16;0,029;4.791,823;
10/02/2011;11,17;1,00042029;246.433.037.629,32;1350;11,17;11,16;11,16;0,025;7.860,869;
09/02/2011;11,17;1,00042029;239.859.438.226,03;1276;11,17;11,16;11,16;0,026;7.269,312;
